fold,set,oof_index,sample_id
4,train,0,97426
4,train,1,12779
4,train,2,62477
4,train,3,71400
4,train,4,18203
4,train,5,90587
4,train,6,60331
4,train,8,96036
4,train,9,33936
4,train,10,82321
4,train,11,85560
4,train,12,76396
4,train,13,52020
4,train,14,26493
4,train,15,28097
4,train,16,8517
4,train,17,93238
4,train,18,17425
4,train,19,66652
4,train,20,72243
4,train,21,71313
4,train,23,9665
4,train,25,34100
4,train,26,70331
4,train,27,48738
4,train,28,16544
4,train,29,87730
4,train,31,44133
4,train,33,21034
4,train,34,72712
4,train,35,53371
4,train,36,77244
4,train,38,28171
4,train,39,79250
4,train,40,58603
4,train,41,21486
4,train,43,63115
4,train,44,31821
4,train,45,78461
4,train,46,19357
4,train,48,55664
4,train,49,21490
4,train,51,58146
4,train,52,75558
4,train,54,24337
4,train,55,91812
4,train,56,15143
4,train,57,30838
4,train,58,28646
4,train,60,40501
4,train,62,24912
4,train,63,76039
4,train,64,27280
4,train,65,59336
4,train,66,76749
4,train,67,41309
4,train,69,89018
4,train,70,21956
4,train,71,65524
4,train,72,45819
4,train,73,67403
4,train,74,87248
4,train,75,42202
4,train,76,20665
4,train,80,53650
4,train,81,76250
4,train,82,33127
4,train,83,58977
4,train,84,67733
4,train,85,59196
4,train,86,21650
4,train,87,80160
4,train,88,76438
4,train,89,35914
4,train,90,50366
4,train,91,79881
4,train,93,19758
4,train,94,83454
4,train,95,42710
4,train,97,25000
4,train,98,55274
4,train,99,29577
4,train,100,30376
4,train,102,57094
4,train,103,67191
4,train,104,11282
4,train,105,28151
4,train,106,55528
4,train,107,78235
4,train,109,61627
4,train,111,14294
4,train,112,22906
4,train,113,19022
4,train,114,96496
4,train,115,20923
4,train,117,63267
4,train,118,44736
4,train,119,61846
4,train,120,22018
4,train,122,21813
4,train,123,51861
4,train,124,33559
4,train,125,75837
4,train,126,72230
4,train,127,76576
4,train,128,30574
4,train,129,13927
4,train,130,48942
4,train,131,9213
4,train,132,4996
4,train,133,62302
4,train,134,86068
4,train,135,55988
4,train,136,69277
4,train,137,60021
4,train,138,84934
4,train,139,79526
4,train,140,96820
4,train,141,46440
4,train,142,38432
4,train,143,70224
4,train,144,66499
4,train,145,53323
4,train,146,43608
4,train,147,8532
4,train,149,12488
4,train,151,74698
4,train,153,44487
4,train,154,63251
4,train,156,61413
4,train,157,77347
4,train,158,65995
4,train,159,95234
4,train,160,25778
4,train,161,98964
4,train,162,50283
4,train,163,95130
4,train,165,76907
4,train,169,24431
4,train,170,11571
4,train,171,23517
4,train,172,48263
4,train,173,18668
4,train,174,33337
4,train,175,41445
4,train,176,29476
4,train,177,98447
4,train,178,75591
4,train,180,8817
4,train,181,36339
4,train,182,87437
4,train,183,35426
4,train,184,11554
4,train,185,3125
4,train,187,57694
4,train,188,48763
4,train,189,67210
4,train,190,34740
4,train,192,33531
4,train,193,42775
4,train,195,12797
4,train,196,50006
4,train,197,8219
4,train,198,10976
4,train,200,29543
4,train,202,83565
4,train,203,46857
4,train,204,48722
4,train,205,60308
4,train,206,13052
4,train,208,51685
4,train,209,9170
4,train,213,43469
4,train,214,65675
4,train,215,96970
4,train,216,57682
4,train,217,64602
4,train,218,74116
4,train,220,4447
4,train,221,24423
4,train,222,62366
4,train,223,51356
4,train,224,36968
4,train,225,26626
4,train,226,93229
4,train,227,24053
4,train,229,54054
4,train,230,86074
4,train,231,75714
4,train,233,24002
4,train,234,36637
4,train,235,79921
4,train,237,52499
4,train,239,71682
4,train,240,91121
4,train,241,55084
4,train,242,68272
4,train,243,27561
4,train,244,30688
4,train,245,35880
4,train,246,30469
4,train,247,53985
4,train,248,10061
4,train,250,26320
4,train,251,14744
4,train,252,44485
4,train,253,17494
4,train,254,65924
4,train,255,88645
4,train,256,2317
4,train,257,25319
4,train,258,5367
4,train,259,65297
4,train,260,56496
4,train,262,59906
4,train,263,46716
4,train,264,40048
4,train,265,62431
4,train,266,72531
4,train,267,19609
4,train,268,58677
4,train,269,24983
4,train,270,63716
4,train,271,91285
4,train,272,26914
4,train,273,95041
4,train,274,61871
4,train,275,69417
4,train,276,49008
4,train,277,30988
